item_id,title,budget,genres,origin_country,production_companies,overview,
776,Three Wishes (1995),8847685,"Drama, Comedy",France,"La Nouvelle Edition Francaise, Franco London Films",A weekend at a marquis’ country château lays bare some ugly truths about a group of haut bourgeois acquaintances.,/8JOzt7uFZyshcuzCBmYU6CDJL4D.jpg
777,Castle Freak (1995),0,"Drama, History",France,Réalisation d'Art Cinématographique,"A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant Maréchal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu.",/lWg41zE0FVixkNsFgxnlRyvDYv9.jpg
778,Don Juan DeMarco (1995),0,Comedy,France,"DisCina, Specta Films, Cady Films","Monsieur Hulot, Jacques Tati’s endearing clown, takes a holiday at a seaside resort, where his presence provokes one catastrophe after another. Tati’s masterpiece of gentle slapstick is a series of effortlessly well-choreographed sight gags involving dogs, boats, and firecrackers; it was the first entry in the Hulot series and the film that launched its maker to international stardom.",/r4F4tsU0Ajeh9ZYUkWOJSYmioj7.jpg
779,Drop Zone (1994),0,"Horror, Fantasy","France, Germany",Tobis Filmkunst,A student of the occult encounters supernatural haunts and local evildoers in a village outside of Paris.,/yt3JS5JSoZseSohYkhs6FLU9B0O.jpg
780,Dumb & Dumber (1994),0,"Drama, History",France,Société générale des films,"A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.",/8OYGtQlO8k9PcOm49apV62eVJQo.jpg
781,French Kiss (1995),0,"Drama, Romance",Germany,X Filme Creative Pool,"Young blonde translator Rebecca lives with her boyfriend ski instructor Marco in a mountain villa owned by her friend, nurse Laura. Rene, local cinema projectionist, steals Marco's car and gets into a car crash with local Theo, whose daughter, after being in coma for a time, dies. Rene suffers from partial short term memory loss and starts a relationship with Laura. Meanwhile Marco is looking for the man who stole his car and Theo - for the man who killed his daughter...",/9eSSVuhQ197uSzhgkuW8rKGQ1bo.jpg
782,Little Odessa (1994),36000000,"Thriller, Science Fiction",United States of America,"Jersey Films, Columbia Pictures","Vincent is an all-too-human man who dares to defy a system obsessed with genetic perfection. He is an ""In-Valid"" who assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation.",/eSKr5Fl1MEC7zpAXaLWBWSBjgJq.jpg
783,Milk Money (1994),22000000,"Drama, History","India, United Kingdom, United States of America","Goldcrest, Indo-British, International Film Investors, National Film Development Corporation of India, Columbia Pictures","In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",/rOXftt7SluxskrFrvU7qFJa5zeN.jpg
784,Beyond Bedlam (1993),1031764,"Music, Drama","France, Czech Republic, United Kingdom","Space Films, Pandora Cinema, Portobello Pictures, Biograf Jan Svěrák, CinemArt, Fonds Eurimages du Conseil de l'Europe, CNC, Česká televize, Státní fond ČR pro podporu a rozvoj české kinematografie","After a fictitious marriage with a Russian emigrant, Cellisten Louka, a Czech man, must suddenly take responsibility for her son. However, it’s not long before the communication barrier is broken between the two new family members.",/fB0cGiEOngfsfyDHXIpFOmEwFgi.jpg
785,Only You (1994),0,Drama,Germany,"Praesens-Film, Prometheus-Film-Verleih","Kuhle Wampe takes place in early-1930s Berlin. The film begins with a montage of newspaper headlines describing steadily-rising unemployment figures. This is followed by scenes of a young man looking for work in the city and the family discussing the unpaid back rent. The young man, brother of the protagonist Anni, removes his wristwatch and throws himself from a window out of despair. Shortly thereafter his family is evicted from their apartment. Now homeless, the family moves into a garden colony of sorts with the name “Kuhle Wampe.”",/nBCiKtOq7sv6GgIApyvmo1wbbzP.jpg
786,"Perez Family, The (1995)",60000000,"Drama, Music",United States of America,"DreamWorks Pictures, Columbia Pictures, Vinyl Films","In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater.",/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg
787,Roommates (1995),110000000,"Action, Comedy","Switzerland, United States of America","Regency Enterprises, New Regency Pictures, Summit Entertainment, Weed Road Pictures, Epsilon Motion Pictures","After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",/wzIO3ytxeSNt1wRpXLIdkNbGoDm.jpg
788,Relative Fear (1994),25000000,"Comedy, Drama",United States of America,"20th Century Fox, Blue Wolf Productions","Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",/shHrSmXS5140o6sQzgzXxn3KqSm.jpg
789,Swimming with Sharks (1995),0,"Comedy, Drama",Czechoslovakia,Filmové studio Barrandov,"At a village railway station in occupied Czechoslovakia, a bumbling dispatcher’s apprentice longs to liberate himself from his virginity. Oblivious to the war and the resistance that surrounds him, this young man embarks on a journey of sexual awakening and self-discovery, encountering a universe of frustration, eroticism, and adventure within his sleepy backwater depot.",/1FMBXil0P8Xyl1KRWbXbUGn6JCC.jpg
790,Tommy Boy (1995),1000000,Horror,United States of America,"AVCO Embassy Pictures, EDI, Debra Hill Productions","Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",/gZmdq8HB8SBdOHk5XarjCZIiGGk.jpg
791,"Baby-Sitters Club, The (1995)",18000000,"Horror, Thriller","Canada, France, United States of America","Revolution Studios, Debra Hill Productions, Columbia Pictures, StudioCanal","Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.",/v9vt49PUDJGkrMVjhb3yiYo7H4Y.jpg
792,Bullets Over Broadway (1994),6000000,"Drama, War","United Kingdom, United States of America","Hemdale Film Corporation, Cinema 86, Cinema 84, Orion Pictures, Orion","As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg
793,Crooklyn (1994),6000000,"Mystery, Thriller",United States of America,DEG,"Clean-cut Jeffrey Beaumont realizes his hometown is not so normal when he discovers a human ear in a field, the investigation soon catapulting him toward a disturbed nightclub singer and a drug-addicted sadist.",/7hlgzJXLgyECS1mk3LSN3E72l5N.jpg
794,It Could Happen to You (1994),2800000,"Horror, Thriller","United States of America, United Kingdom","Mace Neufeld Productions, 20th Century Fox, Harvey Bernhard Productions","Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.",/mDcjjEu1fMNmsXi4l4D8IftlTix.jpg
795,Richie Rich (1994),55000000,"Romance, Drama","Germany, United States of America","Atlas Entertainment, Monarchy Enterprises B.V., Regency Enterprises, Taurus Film, Warner Bros. Pictures","When a guardian angel – who invisibly watches over the citizens of Los Angeles – becomes captivated by a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg
796,Speechless (1994),10500000,"Drama, Romance",United States of America,"Columbia Pictures, Newmarket Capital Group, Original Film, Neal H. Moritz Productions","Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",/76cCsRtQ5MJBAqoigojXsLXLJwh.jpg
797,Timecop (1994),0,Drama,Sweden,SF Studios,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer.",/fVA5hTcAOlW2LJyelViQfWHxUcx.jpg
798,Bad Company (1995),0,"Family, Drama","Austria, Germany",Rhombus Ringfilm,"Despite their social differences Luise, called Pünktchen, a girl from rich parentage befriends Anton, a boy who has to earn his own money in order to afford life for his sick mother and himself. Together they undergo different adventures, even preventing a theft in Pünktchens home",/xpUaSs8ynsXQfayNhle6sFUf5qy.jpg
799,Boys Life (1995),0,"Family, Comedy",Germany,Lunaris Film,"Luise, called Pünktchen, and Anton are closest of friends. Being the daughter of a wealthy surgeon, young Pünktchen lives in a great house. Her mother, who always travels through the world more for public relation reasons than for the social tasks she pretends to fulfill, is never available to her as a mother. Anton, son of a single and sick mother in financial trouble, does his best to help her out of it by working late. Pünktchen decides to help her only friend (as nobody else would anyway) and starts singing in public places. Trouble arises when Anton can't resist stealing a golden lighter and Pünktchen's secret life is discovered by her parents. Two troubled families finally can see the need for actions to be taken.",/d7sc2f57F3jSFew7Nz5dJBPUCFC.jpg
800,In the Mouth of Madness (1995),0,"Drama, Crime",Mexico,Ultramar Films,"A group of juvenile delinquents live a violent life in the infamous slums of Mexico City; among them Pedro, whose morality is gradually corrupted and destroyed by the others.",/cDCvmYoyqFg4CuSMtGMvCpfOIEw.jpg
801,"Air Up There, The (1994)",13000000,"Comedy, Drama",United States of America,"Touchstone Pictures, Silver Screen Partners III","A disk jockey goes to Vietnam to work for the Armed Forces Radio Service. While he becomes popular among the troops, his superiors disapprove of his humour.",/rcod81d34X1avhRIKBOQ4BsHtYZ.jpg
802,Hard Target (1993),2000000,"Drama, Comedy","United Kingdom, United States of America","Seven Arts Productions, Harris Kubrick Pictures, A.A. Productions, Ltd., Anya Pictures, Transworld Pictures","Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",/8Puqbeh0D95DpXFWep1rmH78btu.jpg
803,Heaven & Earth (1993),0,"Documentary, War",France,"Cocinor, Cosmo Film",Filmmaker Alain Resnais documents the atrocities behind the walls of Hitler's concentration camps.,/2iWYQia8enOai7QEO3TvenleD7r.jpg
804,Jimmy Hollywood (1994),1500000,"Romance, Comedy",United States of America,Paramount Pictures,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",/8lI9dmz1RH20FAqltkGelY1v4BE.jpg
805,Manhattan Murder Mystery (1993),3200000,"Drama, Horror",United States of America,William Castle Productions,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family.",/nclYFGpVzfbiORO5ELVVdxzt9Vg.jpg
806,Menace II Society (1993),25000000,"Horror, Mystery","United Kingdom, United States of America","20th Century Fox, 11:11 Mediaworks, Dune Entertainment",A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.,/kf1Qq9b32jn4umll9qD2ue5ftnh.jpg
807,Poetic Justice (1993),33000000,"Crime, Mystery",United States of America,"New Line Cinema, Juno Pix, Cecchi Gori Pictures","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg
808,"Program, The (1993)",60000000,"Animation, Comedy",United States of America,"Pacific Data Images, DreamWorks Animation","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg
809,Rising Sun (1993),150000000,"Animation, Family",United States of America,"DreamWorks Animation, Pacific Data Images","Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage.",/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg
810,"Shadow, The (1994)",160000000,"Fantasy, Adventure",United States of America,"DreamWorks Animation, Pacific Data Images","The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",/n4SexGGQzI26E269tfpa80MZaGV.jpg
811,Thirty-Two Short Films About Glenn Gould (1993),1000000,"Adventure, Science Fiction",United States of America,"Universal Pictures, Trumbull/Gruskoff Productions","After the entire flora goes extinct, ecologist Lowell maintains a greenhouse aboard a space station for the future with his android companions. However, he rebels after being ordered to destroy the greenhouse in favor of carrying cargo, a decision that puts him at odds with everyone but his mechanical companions.",/oWLdnBKgVVUd7DougF5pNuIkZZJ.jpg
812,Andre (1994),28000000,"Animation, Family",United States of America,"Walt Disney Pictures, Walt Disney Feature Animation","Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",/eLFfl7vS8dkeG1hKp5mwbm37V83.jpg
813,"Celluloid Closet, The (1995)",3500000,Comedy,United States of America,"Paramount Pictures, Howard W. Koch Productions",An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,/7Q3efxd3AF1vQjlSxnlerSA7RzN.jpg
814,"Great Day in Harlem, A (1994)",10000000,"Comedy, Horror","United Kingdom, United States of America","American Werewolf Inc., Lyncanthrope Films, Universal Pictures, Guber/Peters Company, PSO, Polygram Pictures","American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body.",/hVEqUASJmCQaolkKFEySCHZ8uKG.jpg
815,One Fine Day (1996),23000000,"Family, Drama","United Kingdom, United States of America","Animal Farm Productions Ltd., Turner Network Television, Sonar Entertainment",Animals on a farm lead a revolution against the farmers to put their destiny in their own hands. However this revolution eats their own children and they cannot avoid corruption.,/vFQo4DdhgHBr0Jy06VpzCYaZaPI.jpg
816,Candyman: Farewell to the Flesh (1995),16500000,"Science Fiction, Comedy","Germany, United States of America","New Line Cinema, Capella International, Moving Pictures, Eric's Boy, KC Medien, Team Todd","As a swinging fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy. But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.",/5uD4dxNX8JKFjWKYMHyOsqhi5pN.jpg
817,Frisk (1995),33000000,"Adventure, Comedy",United States of America,"New Line Cinema, Eric's Boy","When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo,’ Austin must return to the swingin' '60s himself - with the help of American agent, Felicity Shagwell - to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions to try to save the world in his own unbelievably groovy way.",/f2ohIBEbc3eERyU5pgSknm8DqUj.jpg
818,Girl 6 (1996),63000000,"Comedy, Crime",United States of America,"Eric's Boy, New Line Cinema, Team Todd, Gratitude International, Moving Pictures","The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe—'70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",/n8V61f1v7idya4WJzGEJNoIp9iL.jpg
819,Eddie (1996),44000000,"Crime, Drama",United States of America,"Propaganda Films, Baltimore Pictures, Warner Bros. Pictures, PolyGram Filmed Entertainment",Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,/yUpiEk2EojS9ZEXb3nIQonQCYYF.jpg
820,Space Jam (1996),40000000,"Drama, Thriller","France, United States of America","Warner Bros. Pictures, Regency Enterprises, Alcor Films, Ixtlan Productions, Le Studio Canal+",Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,/r0VWVTYlqdRCK5ZoOdNnHdqM2gt.jpg
821,Mrs. Winterbourne (1996),3000000,"Drama, History",United States of America,"United Artists, Roxlom Films, Stanley Kramer Productions","In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",/b6vYatvui1EXeFYfpDX4rcbueuP.jpg
822,Faces (1968),0,"Drama, Music",India,Arora,"An aging, decadent landlord’s passion for music becomes the undoing of his legacy as he sacrifices his wealth in order to compete with the opulent music room of his younger, richer neighbour.",/21Mfk2TTrgy2rv4jeINMKRUUdhW.jpg
823,Mulholland Falls (1996),0,"Animation, Drama",Japan,"Bandai Visual, Production I.G, ING","A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",/iyLKFR339GCzTKUtrVO4hbeEhub.jpg
824,"Great White Hype, The (1996)",52500000,"Drama, Romance","Australia, United States of America","20th Century Fox, Bazmark","A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",/2kjM5CUZRIU5yOANUowrbJcRL9L.jpg
825,"Arrival, The (1996)",20000000,"Comedy, Drama","United States of America, United Kingdom","Morpheus, Hyperion Pictures, Intermedia, Miramax","In a vibrant tapestry of love and longing, nine interconnected souls navigate romance and heartbreak in L.A., where passions collide and truths unfold, revealing that the heart's desires often lead us where we least expect.",/3neHR1oPnC0OpcYhLn0TEdSHoEp.jpg
826,"Phantom, The (1996)",3000000,"Drama, History",United Kingdom,Horizon Pictures,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson, the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",/7paXMt2e3Tr5dLmEZOGgFEn2Vo7.jpg
827,Daylight (1996),0,"Horror, Thriller",France,"Véra Films, Filmsonor","The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",/jE8ygUYBUGyUcM4sR6iinPqYeDK.jpg
828,Alaska (1996),995000,"Science Fiction, Thriller",United States of America,20th Century Fox,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,/eslDNzf0LF1m9GsgUXlmyfTcC6Y.jpg
829,Fled (1996),6000000,"Crime, Drama",United States of America,"Paramount Pictures, Long Road Productions, Robert Evans Company","Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",/1Wi1dgGRDmSETi4fZGWhRhQDSRj.jpg
830,Power 98 (1995),1900000,"Science Fiction, Adventure",United States of America,Metro-Goldwyn-Mayer,"Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for 20 years, only to find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",/aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg
831,Escape from L.A. (1996),800000,"Science Fiction, Adventure",United States of America,Universal Pictures,"Aliens have landed and are hiding on Earth, but need Earth’s scientists to help them fight an inter-planetary war.",/2viRDpHmhzQoreZok2auLjkVbSE.jpg
832,Bogus (1996),0,"Drama, Thriller",Germany,Nero-Film AG,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.",/bTdZk3q2DWpBRnLiaaItKFWOVhI.jpg
833,Bulletproof (1996),0,Drama,Italy,"Amato Film, Rizzoli Film, Produzioni De Sica","When elderly pensioner Umberto Domenico Ferrari returns to his boarding house from a protest calling for a hike in old-age pensions, his landlady demands her 15,000-lire rent by the end of the month or he and his small dog will be turned out onto the street. Unable to get the money in time, Umberto fakes illness to get sent to a hospital, giving his beloved dog to the landlady's pregnant and abandoned maid for temporary safekeeping.",/5I7SYsNQmZRZpQ2MAarIQYU9vaX.jpg
834,Halloween: The Curse of Michael Myers (1995),50000000,"Fantasy, Action",United States of America,"Screen Gems, Lakeshore Entertainment","As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",/yT1EDKhCzAumcZeBoAxqm0nY2H8.jpg
835,"Gay Divorcee, The (1934)",0,Science Fiction,Germany,,F.P.1 is a huge airplane landing dock in the Atlantic where pilots making the transatlantic flight can stop. Yet a saboteur tries to sink the technical wonder in this classic German science fiction film from 1932. The film was also created with English and French speaking actors at the same time.,/uJ6cFZWlsXvknWQGdrfBNHXnIVK.jpg
836,Ninotchka (1939),0,Drama,Brazil,"Sino Filmes, Herbert Richers","In vivid images, the documentary-like story of a drover and his family in the northern badlands of Brazil during the drought. A family in the search of new hope and destiny.",/bBb4GiCZul2W6hhV8sbbnBnlhuE.jpg
837,Meet John Doe (1941),5952000,"Horror, Science Fiction",Canada,"Guardian Trust Company, Filmplan International, Canadian Film Development Corporation, Famous Players Limited, Universal Pictures","As the president of a trashy TV channel, Max Renn is desperate for new programming to attract viewers. When he happens upon ""Videodrome,"" a TV show dedicated to gratuitous torture and punishment, Max sees a potential hit and broadcasts the show on his channel. However, after his girlfriend auditions for the show and never returns, Max investigates the truth behind Videodrome and discovers that the graphic violence may not be as fake as he thought.",/qqqkiZSU9EBGZ1KiDmfn07S7qvv.jpg
838,In the Line of Duty 2 (1987),777000,"Comedy, Drama",United States of America,"Universal Pictures, Lucasfilm Ltd., The Coppola Company, American Zoetrope",A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,/zjoHTqwbXQkG7eX00Vno8NkvCKc.jpg
839,Loch Ness (1995),450000,"Action, Thriller",United States of America,"Universal Television, American Broadcasting Company (ABC)","Traveling businessman David Mann angers the driver of a rusty tanker while crossing the California desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",/w9Vk1Txx14vWvACELFYFlixrsfr.jpg
840,Last Man Standing (1996),20000000,"Science Fiction, Drama","United Kingdom, United States of America","Julia/Michael Phillips Productions, Columbia Pictures, EMI Films","After an encounter with UFOs, an electricity linesman feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",/yaPx3cK9zGFX3SbcKwxWM1QIbUh.jpg
841,"Glimmer Man, The (1996)",40000000,"Action, Science Fiction",United States of America,The De Laurentiis Company,"In the year 10,191, the most precious substance in the universe is the spice Melange. The spice extends life. The spice expands consciousness. The spice is vital to space travel.  The spice exists on only one planet in the entire universe, the vast desert planet Arrakis, also known as Dune.  Its native inhabitants, the Fremen, have long held a prophecy that a man would come, a messiah who would lead them to true freedom.",/ztiKrvWD0ncLfDlfFTvGjc2To3G.jpg
842,Pollyanna (1960),0,"Drama, History","Mexico, United States of America","Monsoon Pictures, Anhelo Productions, Appian Way, Senator International, Esperanto Filmoj, Open City Films, Sound Pictures","It’s 1974 and Sam Bicke has lost everything. His wife leaves him with his three kids, his boss fires him, his brother turns away from him, and the bank won’t give him any money to start anew. He tries to find someone to blame for his misfortunes and comes up with the President of the United States who he plans to murder.",/5jOOvAVvP0XtwC5yYQpQCy4cjq1.jpg
843,"Shaggy Dog, The (1959)",150000,"Drama, Romance","France, Hong Kong","Block 2 Pictures, Jet Tone Films, Paradis Films","In Hong Kong of 1962, Mrs. Chan and Mr. Chow, a journalist, move into neighbouring apartments on the same day. Their encounters are formal and polite—until a discovery about their respective spouses creates an intimate bond between them.",/iYypPT4bhqXfq1b6EnmxvRt6b2Y.jpg
844,Freeway (1996),12000000,"Drama, Science Fiction","Germany, Hong Kong, China, France, Italy","Shanghai Film Group, Orly Films, Jet Tone Films, Paradis Films, Classic Productions, Precious Yield",Women enter and exit a science fiction author's life over the course of a few years after the author loses the woman he considers his one true love.,/jIN65qw0Giplo4CshzMrxz204Wn.jpg
845,That Thing You Do! (1996),1200000,"Crime, Thriller",United States of America,Warner Bros. Pictures,"Having met on a train, a smooth-talking psychotic socialite shares his theory on how two complete strangers can get away with murder to an amateur tennis player — a theory he plans to test out.",/ihC083U7ef56Ui4x0P0dobojrZ1.jpg
846,To Gillian on Her 37th Birthday (1996),66000000,"Mystery, Science Fiction","United States of America, Canada","Ten Thirteen Productions, 20th Century Fox","Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",/yLIw6shz2WC3W3iI0jROsF4B2ha.jpg
847,Looking for Richard (1996),35000000,"Fantasy, Adventure",United States of America,"Metro-Goldwyn-Mayer, Lucasfilm Ltd., Imagine Entertainment","The evil Queen Bavmorda hunts the newborn princess Elora Danan, a child prophesied to bring about her downfall. When the royal infant is found by Willow, a timid farmer and aspiring sorcerer, he's entrusted with delivering her from evil.",/d9xEILdvVRX8ZgFwPDbco6kKSaS.jpg
848,"Murder, My Sweet (1944)",18000000,"Fantasy, Adventure",United States of America,"Paramount Pictures, Walt Disney Productions",The sorcerer and his apprentice Galen are on a mission to kill an evil dragon to save the King’s daughter from being sacrificed according to a pact that the King himself made with the dragon to protect his kingdom.,/11f7rx5lds8U0LiCB7gDhgKrQAs.jpg
849,Days of Thunder (1990),27000000,"Action, Adventure","Spain, United Kingdom, Italy, United States of America","Barclays Mercantile Industrial Finance, Columbia Pictures",A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,/2dyMDv6W3ugMfaC8DEXPiqMcurD.jpg
850,"Perfect Candidate, A (1996)",3300000,"Comedy, Family",United States of America,Metro-Goldwyn-Mayer,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",/34nSHYqmb7222tiqiuKqKJmZiQa.jpg
